model_family,track,feature_set,mode,fold,feature,gain_importance,split_importance,gain_share
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,minute_of_day_cos,3785.0572102069855,376.0,0.034555292123882
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,day_of_week_sin,688.5917508602142,78.0,0.0062864278618839
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,day_of_week_cos,493.98950242996216,58.0,0.0045098265665752
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,month_sin,1028.361296892166,119.0,0.0093883191321855
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,month_cos,1154.6852958202362,125.0,0.0105415811419234
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,is_after_gap,65.24739909172058,9.0,0.0005956694471771
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,gap_minutes_from_prev_bar,82.44575929641724,9.0,0.0007526801151592
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,open_rel_prev_close,2646.07390499115,309.0,0.0241570606969373
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,high_rel_prev_close,2058.3521361351013,237.0,0.0187915150043598
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,low_rel_prev_close,2133.476620197296,239.0,0.0194773562871348
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_rel_prev_close,1809.9553816318512,195.0,0.0165238022756493
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,log_ret_1,263.29865074157715,26.0,0.0024037580641222
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,log_ret_2,2860.1441357135773,276.0,0.0261113929426144
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,log_ret_3,2930.518025636673,263.0,0.0267538641627664
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,log_ret_6,2313.5762469768524,250.0,0.0211215573834848
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,log_ret_12,2418.098122358322,266.0,0.0220757791393417
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,log_ret_24,1852.9349439144128,211.0,0.0169161797874146
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,log_ret_48,2595.826429367065,288.0,0.0236983315147216
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,open_to_close_pct,1649.5421314239502,176.0,0.0150593259378736
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,high_low_range_pct,1701.2596724033356,187.0,0.0155314759311821
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,upper_wick_pct,2644.4634368419647,288.0,0.0241423580929182
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,lower_wick_pct,3251.228745222092,367.0,0.0296817598290854
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_position_in_bar,3885.856702327728,348.0,0.0354755307630176
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_sma_5_ratio,3726.048047065735,196.0,0.0340165740128761
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_ema_5_ratio,3417.9548785686493,170.0,0.0312038689868913
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,rolling_vol_5,2689.2745809555054,309.0,0.0245514568434135
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_sma_10_ratio,1817.7073645591736,183.0,0.0165945732098033
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_ema_10_ratio,1527.059607744217,159.0,0.0139411342829601
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,rolling_vol_10,2581.444836139679,287.0,0.0235670362323573
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_sma_20_ratio,1461.2538604736328,157.0,0.0133403674532717
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_ema_20_ratio,1629.5678372383118,166.0,0.0148769726649318
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,rolling_vol_20,2030.788740158081,233.0,0.0185398778039118
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_sma_50_ratio,1777.0534794330597,194.0,0.0162234277294351
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_ema_50_ratio,1527.8607740402222,159.0,0.0139484484486017
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,rolling_vol_50,2062.357099533081,240.0,0.0188280779075015
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_sma_100_ratio,2167.4487257003784,224.0,0.0197875011448021
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_ema_100_ratio,1686.163318157196,185.0,0.015393655311305
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,rolling_vol_100,2741.995212316513,306.0,0.0250327644476215
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_sma_200_ratio,2657.06014752388,290.0,0.0242573584728965
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,close_ema_200_ratio,2000.596661567688,227.0,0.0182642423147823
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,rolling_vol_200,2777.874599456787,304.0,0.0253603216376462
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,roc_5,2632.9295783042908,282.0,0.0240370609127302
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,roc_10,2114.998673439026,233.0,0.0193086637647709
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,roc_20,1985.0759341716769,221.0,0.018122547423699
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,rsi_14,2283.325315952301,258.0,0.0208453846070855
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,true_range_pct,1859.699322223664,203.0,0.0169779344863614
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,atr_pct_14,2261.968478679657,257.0,0.0206504095486351
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,bb_width_pct_20,2282.539189338684,250.0,0.0208382077446839
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,bb_position_20,1969.769807815552,220.0,0.0179828117108293
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,2,volume_z20,3761.568757295609,405.0,0.0343408566987841
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,minute_of_day_sin,1505.8418016433716,126.0,0.0364577574829863
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,minute_of_day_cos,2172.6292247772217,169.0,0.0526012687992412
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,day_of_week_sin,206.5013308525085,22.0,0.0049995792598654
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,day_of_week_cos,249.34223699569705,23.0,0.0060367953637186
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,month_sin,253.9304404258728,24.0,0.0061478798134645
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,month_cos,484.7110676765442,42.0,0.0117352822423878
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,is_after_gap,10.245200157165527,1.0,0.0002480453273955
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,gap_minutes_from_prev_bar,80.21036005020142,8.0,0.0019419635257447
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,open_rel_prev_close,528.8117594718933,51.0,0.0128029988674358
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,high_rel_prev_close,499.5084981918335,46.0,0.0120935410797431
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,low_rel_prev_close,559.2158989906311,53.0,0.013539109887759
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_rel_prev_close,692.5645890235901,61.0,0.016767599226141
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,log_ret_1,101.317120552063,8.0,0.0024529768040244
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,log_ret_2,1112.9402108192444,77.0,0.026945263609252
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,log_ret_3,1081.958697795868,73.0,0.0261951738674016
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,log_ret_6,668.4868822097778,56.0,0.0161846567186303
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,log_ret_12,637.3050994873047,56.0,0.0154297182708182
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,log_ret_24,641.6411881446838,60.0,0.0155346987996646
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,log_ret_48,907.4536600112916,88.0,0.0219702530688381
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,open_to_close_pct,501.6391596794128,45.0,0.0121451262726284
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,high_low_range_pct,498.30812978744507,45.0,0.0120644791024958
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,upper_wick_pct,1106.6228790283203,88.0,0.0267923154375904
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,lower_wick_pct,1008.1930179595948,87.0,0.0244092417309026
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_position_in_bar,2279.6381068229675,141.0,0.0551920481665636
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_sma_5_ratio,2649.2712717056274,80.0,0.0641411929361231
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_ema_5_ratio,2849.9744720458984,59.0,0.0690003943449824
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,rolling_vol_5,729.9856281280518,69.0,0.0176735955711374
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_sma_10_ratio,684.5988264083862,53.0,0.0165747410910598
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_ema_10_ratio,579.3418612480164,45.0,0.0140263771759235
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,rolling_vol_10,775.8832740783691,73.0,0.0187848180403706
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_sma_20_ratio,414.8756790161133,35.0,0.010044505919979
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_ema_20_ratio,394.7448310852051,35.0,0.0095571203453516
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,rolling_vol_20,650.4604549407959,60.0,0.0157482210233666
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_sma_50_ratio,534.2402987480164,47.0,0.0129344285888048
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_ema_50_ratio,492.29277086257935,43.0,0.0119188419601237
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,rolling_vol_50,709.0585188865662,69.0,0.0171669318082419
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_sma_100_ratio,596.2508692741394,53.0,0.0144357591662637
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_ema_100_ratio,687.997082233429,56.0,0.0166570158602948
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,rolling_vol_100,829.9942350387573,74.0,0.0200948921063928
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_sma_200_ratio,949.5102782249452,86.0,0.0229884808705332
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,close_ema_200_ratio,767.2474098205566,71.0,0.0185757361537981
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,rolling_vol_200,902.3512301445008,83.0,0.0218467187437487
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,roc_5,1237.91796875,97.0,0.0299710853020981
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,roc_10,751.0801024436951,69.0,0.018184311390018
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,roc_20,508.852783203125,47.0,0.0123197744572611
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,rsi_14,625.4309592247009,61.0,0.0151422348674883
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,true_range_pct,582.5176701545715,51.0,0.0141032663091652
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,atr_pct_14,532.8529300689697,50.0,0.0129008391700591
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,bb_width_pct_20,884.5881223678589,77.0,0.0214166582455223
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,bb_position_20,458.3908386230469,43.0,0.0110980462945732
lightgbm,vanilla_volume_assisted,volume_assisted,vanilla,3,volume_z20,1735.01487159729,144.0,0.0420062395326234
lightgbm,tuned_price_only,price_only,tuned,1,minute_of_day_sin,1796.6507287025452,150.0,0.036052180694324
lightgbm,tuned_price_only,price_only,tuned,1,minute_of_day_cos,2253.871063709259,198.0,0.0452269133629742
lightgbm,tuned_price_only,price_only,tuned,1,day_of_week_sin,455.3632678985596,41.0,0.0091374681531408
lightgbm,tuned_price_only,price_only,tuned,1,day_of_week_cos,165.40859937667847,17.0,0.0033191430130827
lightgbm,tuned_price_only,price_only,tuned,1,month_sin,412.0656909942627,40.0,0.0082686448246871
lightgbm,tuned_price_only,price_only,tuned,1,month_cos,569.4934115409851,51.0,0.011427640914898
lightgbm,tuned_price_only,price_only,tuned,1,is_after_gap,19.46988010406494,2.0,0.0003906889772145
lightgbm,tuned_price_only,price_only,tuned,1,gap_minutes_from_prev_bar,81.33614015579224,8.0,0.0016321175702263
lightgbm,tuned_price_only,price_only,tuned,1,open_rel_prev_close,742.3095536231995,73.0,0.0148954261008052
lightgbm,tuned_price_only,price_only,tuned,1,high_rel_prev_close,817.5681238174438,75.0,0.0164055891659429
lightgbm,tuned_price_only,price_only,tuned,1,low_rel_prev_close,782.6754484176636,74.0,0.0157054213379256
lightgbm,tuned_price_only,price_only,tuned,1,close_rel_prev_close,1011.975431919098,79.0,0.0203066297455103
lightgbm,tuned_price_only,price_only,tuned,1,log_ret_1,33.030099868774414,3.0,0.0006627927786947
lightgbm,tuned_price_only,price_only,tuned,1,log_ret_2,1582.4866890907288,109.0,0.03175469508348
lightgbm,tuned_price_only,price_only,tuned,1,log_ret_3,1253.1312685012815,91.0,0.0251457415756824
lightgbm,tuned_price_only,price_only,tuned,1,log_ret_6,951.3152298927308,81.0,0.019089402306993
lightgbm,tuned_price_only,price_only,tuned,1,log_ret_12,700.9549202919006,63.0,0.0140655905130701
lightgbm,tuned_price_only,price_only,tuned,1,log_ret_24,777.3618702888489,72.0,0.0155987973426365
lightgbm,tuned_price_only,price_only,tuned,1,log_ret_48,910.234691143036,86.0,0.0182650667907106
lightgbm,tuned_price_only,price_only,tuned,1,open_to_close_pct,771.8323225975037,70.0,0.0154878396315235
lightgbm,tuned_price_only,price_only,tuned,1,high_low_range_pct,766.1818513870239,71.0,0.015374455429556
lightgbm,tuned_price_only,price_only,tuned,1,upper_wick_pct,1589.3084044456482,136.0,0.0318915818532298
lightgbm,tuned_price_only,price_only,tuned,1,lower_wick_pct,1011.205783843994,93.0,0.0202911857357028
lightgbm,tuned_price_only,price_only,tuned,1,close_position_in_bar,2903.22851896286,194.0,0.0582571322797669
lightgbm,tuned_price_only,price_only,tuned,1,close_sma_5_ratio,5023.247391700745,131.0,0.1007981238338228
lightgbm,tuned_price_only,price_only,tuned,1,close_ema_5_ratio,4415.159986972809,110.0,0.0885960432385444
lightgbm,tuned_price_only,price_only,tuned,1,rolling_vol_5,800.8919105529785,75.0,0.0160709588205436
lightgbm,tuned_price_only,price_only,tuned,1,close_sma_10_ratio,1113.8474597930908,75.0,0.0223508271501236
lightgbm,tuned_price_only,price_only,tuned,1,close_ema_10_ratio,621.2749171257019,48.0,0.0124667055289271
lightgbm,tuned_price_only,price_only,tuned,1,rolling_vol_10,725.7225828170776,68.0,0.0145625865237408
lightgbm,tuned_price_only,price_only,tuned,1,close_sma_20_ratio,237.9855833053589,22.0,0.0047754964918333
lightgbm,tuned_price_only,price_only,tuned,1,close_ema_20_ratio,547.5560994148254,45.0,0.0109874396403346
lightgbm,tuned_price_only,price_only,tuned,1,rolling_vol_20,805.6670212745667,75.0,0.0161667777528602
lightgbm,tuned_price_only,price_only,tuned,1,close_sma_50_ratio,703.087673664093,63.0,0.014108387039252
lightgbm,tuned_price_only,price_only,tuned,1,close_ema_50_ratio,436.5055913925171,41.0,0.0087590638534014
lightgbm,tuned_price_only,price_only,tuned,1,rolling_vol_50,915.2927417755128,88.0,0.0183665632877481
lightgbm,tuned_price_only,price_only,tuned,1,close_sma_100_ratio,682.1341500282288,65.0,0.0136879267860516
lightgbm,tuned_price_only,price_only,tuned,1,close_ema_100_ratio,671.1760077476501,63.0,0.0134680371217657
lightgbm,tuned_price_only,price_only,tuned,1,rolling_vol_100,656.8246002197266,66.0,0.0131800570880569
lightgbm,tuned_price_only,price_only,tuned,1,close_sma_200_ratio,1007.2839212417604,90.0,0.0202124883590034
lightgbm,tuned_price_only,price_only,tuned,1,close_ema_200_ratio,812.0351920127869,75.0,0.0162945635481062
lightgbm,tuned_price_only,price_only,tuned,1,rolling_vol_200,796.600745677948,79.0,0.0159848509037448
lightgbm,tuned_price_only,price_only,tuned,1,roc_5,1634.834084033966,131.0,0.0328051150183182
lightgbm,tuned_price_only,price_only,tuned,1,roc_10,1014.4898400306702,94.0,0.0203570846804231
lightgbm,tuned_price_only,price_only,tuned,1,roc_20,593.2643284797668,56.0,0.0119046359028808
lightgbm,tuned_price_only,price_only,tuned,1,rsi_14,789.3107581138611,76.0,0.0158385676308074
lightgbm,tuned_price_only,price_only,tuned,1,true_range_pct,504.6897468566895,44.0,0.0101272694005415
lightgbm,tuned_price_only,price_only,tuned,1,atr_pct_14,681.5978126525879,67.0,0.013677164464989
lightgbm,tuned_price_only,price_only,tuned,1,bb_width_pct_20,798.5877757072449,75.0,0.0160247232977036
lightgbm,tuned_price_only,price_only,tuned,1,bb_position_20,487.204137802124,45.0,0.0097763974546955
lightgbm,tuned_price_only,price_only,tuned,2,minute_of_day_sin,3012.0164017677307,306.0,0.0349603002283927
lightgbm,tuned_price_only,price_only,tuned,2,minute_of_day_cos,3365.5979766845703,348.0,0.0390643011252889
lightgbm,tuned_price_only,price_only,tuned,2,day_of_week_sin,705.7168564796448,78.0,0.0081912147504529
lightgbm,tuned_price_only,price_only,tuned,2,day_of_week_cos,371.8756384849548,43.0,0.0043163390350162
lightgbm,tuned_price_only,price_only,tuned,2,month_sin,863.1861610412598,99.0,0.0100189518640354
lightgbm,tuned_price_only,price_only,tuned,2,month_cos,1021.1103773117064,109.0,0.0118519691115206
lightgbm,tuned_price_only,price_only,tuned,2,is_after_gap,25.33273935317993,3.0,0.0002940356409995
lightgbm,tuned_price_only,price_only,tuned,2,gap_minutes_from_prev_bar,58.55883932113648,5.0,0.0006796890622812
lightgbm,tuned_price_only,price_only,tuned,2,open_rel_prev_close,2256.765550136566,246.0,0.0261941472601424
lightgbm,tuned_price_only,price_only,tuned,2,high_rel_prev_close,1855.17333984375,197.0,0.0215328896942869
lightgbm,tuned_price_only,price_only,tuned,2,low_rel_prev_close,2014.9211316108704,216.0,0.0233870730771276
lightgbm,tuned_price_only,price_only,tuned,2,close_rel_prev_close,1330.3354272842407,139.0,0.0154411263879667
lightgbm,tuned_price_only,price_only,tuned,2,log_ret_1,133.347149848938,14.0,0.0015477526585125
lightgbm,tuned_price_only,price_only,tuned,2,log_ret_2,2191.5175313949585,209.0,0.0254368172790787
lightgbm,tuned_price_only,price_only,tuned,2,log_ret_3,2009.7057313919067,193.0,0.0233265382283269
lightgbm,tuned_price_only,price_only,tuned,2,log_ret_6,1866.0852780342104,192.0,0.0216595439299638
lightgbm,tuned_price_only,price_only,tuned,2,log_ret_12,2178.27489900589,224.0,0.0252831108105932
lightgbm,tuned_price_only,price_only,tuned,2,log_ret_24,2094.0632147789,225.0,0.0243056706606703
lightgbm,tuned_price_only,price_only,tuned,2,log_ret_48,2353.1082906723022,252.0,0.027312391879255
lightgbm,tuned_price_only,price_only,tuned,2,open_to_close_pct,1203.4336347579956,119.0,0.0139681846192449
lightgbm,tuned_price_only,price_only,tuned,2,high_low_range_pct,1570.8486428260803,166.0,0.0182327493749146
lightgbm,tuned_price_only,price_only,tuned,2,upper_wick_pct,2518.066786289215,260.0,0.0292270556004109
lightgbm,tuned_price_only,price_only,tuned,2,lower_wick_pct,2508.725580692292,263.0,0.0291186327671315
lightgbm,tuned_price_only,price_only,tuned,2,close_position_in_bar,2805.9687881469727,253.0,0.0325687174902317
lightgbm,tuned_price_only,price_only,tuned,2,close_sma_5_ratio,2930.33038520813,166.0,0.0340121753570577
lightgbm,tuned_price_only,price_only,tuned,2,close_ema_5_ratio,1975.6863374710083,120.0,0.0229316770899996
lightgbm,tuned_price_only,price_only,tuned,2,rolling_vol_5,2097.149127960205,227.0,0.0243414886765462
lightgbm,tuned_price_only,price_only,tuned,2,close_sma_10_ratio,1634.1494183540344,152.0,0.0189674778165819
lightgbm,tuned_price_only,price_only,tuned,2,close_ema_10_ratio,1165.220582962036,118.0,0.0135246479364281
lightgbm,tuned_price_only,price_only,tuned,2,rolling_vol_10,1839.485079288483,199.0,0.0213507969610762
lightgbm,tuned_price_only,price_only,tuned,2,close_sma_20_ratio,921.881175994873,96.0,0.0107002215090095
lightgbm,tuned_price_only,price_only,tuned,2,close_ema_20_ratio,1221.729787349701,125.0,0.014180547004541
lightgbm,tuned_price_only,price_only,tuned,2,rolling_vol_20,1538.6826610565186,167.0,0.0178594006842683
lightgbm,tuned_price_only,price_only,tuned,2,close_sma_50_ratio,1342.0848479270935,142.0,0.0155775012340474
lightgbm,tuned_price_only,price_only,tuned,2,close_ema_50_ratio,1261.3780698776245,129.0,0.0146407423274825
lightgbm,tuned_price_only,price_only,tuned,2,rolling_vol_50,2142.66415309906,233.0,0.024869778941773
lightgbm,tuned_price_only,price_only,tuned,2,close_sma_100_ratio,1643.7676639556885,173.0,0.0190791162371785
lightgbm,tuned_price_only,price_only,tuned,2,close_ema_100_ratio,1369.9335074424744,144.0,0.0159007390149057
lightgbm,tuned_price_only,price_only,tuned,2,rolling_vol_100,2414.1434783935547,259.0,0.0280208237742403
lightgbm,tuned_price_only,price_only,tuned,2,close_sma_200_ratio,1654.2315773963928,179.0,0.0192005702754886
lightgbm,tuned_price_only,price_only,tuned,2,close_ema_200_ratio,1892.334442615509,196.0,0.0219642164656008
lightgbm,tuned_price_only,price_only,tuned,2,rolling_vol_200,2437.1029300689697,259.0,0.0282873128023813
lightgbm,tuned_price_only,price_only,tuned,2,roc_5,2059.468101024628,217.0,0.0239041271755236
lightgbm,tuned_price_only,price_only,tuned,2,roc_10,2008.895230293274,210.0,0.0233171307889361
lightgbm,tuned_price_only,price_only,tuned,2,roc_20,1671.4812712669373,179.0,0.0194007864749117
lightgbm,tuned_price_only,price_only,tuned,2,rsi_14,1948.4399700164795,213.0,0.0226154300782687
lightgbm,tuned_price_only,price_only,tuned,2,true_range_pct,1429.0196714401245,152.0,0.0165865487042186
lightgbm,tuned_price_only,price_only,tuned,2,atr_pct_14,1699.7706699371338,185.0,0.0197291398896575
lightgbm,tuned_price_only,price_only,tuned,2,bb_width_pct_20,1919.6233768463128,206.0,0.0222809575474428
lightgbm,tuned_price_only,price_only,tuned,2,bb_position_20,1622.946198940277,179.0,0.0188374426965873
lightgbm,tuned_price_only,price_only,tuned,3,minute_of_day_sin,1813.423129081726,202.0,0.0322555457416644
