track,feature_set,mode,cost_bps,mean_net_return,mean_gross_return,mean_sharpe,mean_sortino,mean_max_drawdown,mean_turnover_units,mean_turnover_units_per_day,mean_position_change_events_per_day,mean_trade_count,mean_active_rate,mean_win_rate,mean_profit_factor,positive_fold_rate,folds,model_family_display
tuned_price_only,price_only,tuned,0.0,-0.0138169282092862,-0.0138169282092862,-0.6165835742568099,0.013892927006794,-0.1286553963925865,726.6666666666666,2.011364950838635,1.430599384200492,363.3333333333333,0.3956413083231675,0.5035588184632355,0.9570354196026644,0.3333333333333333,3,LightGBM
tuned_price_only,price_only,tuned,0.5,-0.0433425451344954,-0.0062910479259518,-0.9348433714890664,-0.2658893830163425,-0.1300354241274522,710.6666666666666,1.967271924751149,1.3956866976257558,355.3333333333333,0.384565793779291,0.4826754570148591,0.9452222338305624,0.3333333333333333,3,LightGBM
tuned_price_only,price_only,tuned,1.0,-0.0725627415014064,-0.0005328924204248,-1.2453657445587176,-0.5561834811494557,-0.1334059120687373,704.6666666666666,1.9507579677939788,1.3819276035342518,352.3333333333333,0.3817415891886253,0.4812803960959914,0.9356358451598172,0.3333333333333333,3,LightGBM
tuned_price_only,price_only,tuned,2.0,-0.1195233043187238,0.0074459877447539,-1.8078295762852192,-1.0724937436715165,-0.1503444815946078,648.0,1.793951477884996,1.270351429631208,324.0,0.3512843038476607,0.4775082965520479,0.9150559851602332,0.0,3,LightGBM
tuned_price_only,price_only,tuned,3.0,-0.1337855531546664,0.0263050849354501,-2.056728721173698,-1.217813549716521,-0.150666232922912,548.6666666666666,1.518198780802659,1.0843753276578765,274.3333333333333,0.3010268112779299,0.4773588311523031,0.9040636469622464,0.0,3,LightGBM
tuned_price_only,price_only,tuned,5.0,-0.1428413440059323,0.0228342534356624,-2.477967831640243,-1.2276846823078162,-0.1512118760832589,348.0,0.9617895390748576,0.7036602978431233,174.0,0.1907496429687848,0.4690546358728755,0.8643460582315182,0.0,3,LightGBM
tuned_volume_assisted,volume_assisted,tuned,0.0,-0.0006651861402021,-0.0006651861402021,0.0377996924890257,-0.024804744005149,-0.0753534807481215,937.3333333333334,2.583843211267034,2.186318529116313,468.6666666666667,0.2776210721728808,0.3370586766228109,0.6700486175643731,0.3333333333333333,3,LightGBM
tuned_volume_assisted,volume_assisted,tuned,0.5,-0.0371609438662947,0.0026523076200791,-0.414119559441378,-0.3601670605140526,-0.0868105656403776,819.3333333333334,2.2596673870912096,1.9189192617170456,409.6666666666667,0.2344254516100547,0.3091570058589787,0.6540255578044446,0.0,3,LightGBM
tuned_volume_assisted,volume_assisted,tuned,1.0,-0.0616945620076145,0.0132406834310145,-0.7564533947105527,-0.5915640032289793,-0.0931166572097769,778.6666666666666,2.147945775369598,1.8236811664789505,389.3333333333333,0.2199698875009109,0.307544871450823,0.6413239422847018,0.0,3,LightGBM
tuned_volume_assisted,volume_assisted,tuned,2.0,-0.0939892465676652,-0.0246262446630039,-1.7034445076740663,-0.883435706312936,-0.1006242080247817,380.6666666666667,1.0498209085466703,0.8918475338142929,190.33333333333331,0.1073746155919879,0.2996996628869139,0.5840670565061471,0.0,3,LightGBM
tuned_volume_assisted,volume_assisted,tuned,3.0,-0.0942461106366093,-0.0087724202245315,-1.8785897810219712,-0.8707169459754497,-0.1001325377154146,308.0,0.8490304709141275,0.7149959920043023,154.0,0.0884183546169794,0.2974210768940311,0.5634250454861758,0.0,3,LightGBM
tuned_volume_assisted,volume_assisted,tuned,5.0,-0.0962461472103045,0.001955018117595,-2.446292652588743,-0.9983267724715486,-0.1006636218381062,210.66666666666663,0.5806266678842856,0.4906852150619463,105.33333333333331,0.0583136354124771,0.281849438367636,0.5061072673927424,0.0,3,LightGBM
vanilla_price_only,price_only,vanilla,0.0,-0.0031209429708421,-0.0031209429708421,-0.1475247786056258,-0.0968332817055716,-0.1227754469974736,1476.6666666666667,4.082858461944334,3.11855411696132,738.6666666666666,0.6036624572678407,0.5012100414113951,0.99560372055296,0.3333333333333333,3,LightGBM
vanilla_price_only,price_only,vanilla,0.5,-0.0681685481628665,-0.0232371730268333,-1.0583003779198077,-0.6366728944373551,-0.1304874826627818,925.0,2.5597408388267118,1.9078805312877336,462.6666666666667,0.4141198369382644,0.4764981987295004,0.9590106992554038,0.3333333333333333,3,LightGBM
vanilla_price_only,price_only,vanilla,1.0,-0.095495869279385,-0.0120381178854657,-1.3795792223577752,-0.8824954532185588,-0.1357120040874872,865.6666666666666,2.395414424500297,1.7833078817150838,433.0,0.3931148467030738,0.4739975879762174,0.9471300775070924,0.0,3,LightGBM
vanilla_price_only,price_only,vanilla,2.0,-0.1354020446552382,0.0121063170602205,-1.884746796641523,-1.267695274377738,-0.1505844953684232,775.3333333333334,2.1455400196397427,1.587887312748809,387.6666666666667,0.3574742726913233,0.4712785248567234,0.9274883306073384,0.0,3,LightGBM
vanilla_price_only,price_only,vanilla,3.0,-0.1412217474334866,-0.0050476214193764,-2.598353144129955,-1.4615853094686226,-0.1515092859741605,489.3333333333333,1.3540181425222977,1.0012764987141718,244.66666666666663,0.210806804266332,0.4645404782622738,0.8836698988712589,0.0,3,LightGBM
vanilla_price_only,price_only,vanilla,5.0,-0.1475730154576776,0.0141059234440164,-3.285166042532844,-1.5996925279225207,-0.1505704264494478,346.6666666666667,0.9592059884303652,0.7089612526593135,173.33333333333334,0.1501002896670849,0.4596037945167601,0.836432141918523,0.0,3,LightGBM
vanilla_volume_assisted,volume_assisted,vanilla,0.0,-0.0606574895543386,-0.0606574895543386,-0.6377190222290376,-0.5727956500735171,-0.1004597300230046,636.0,1.7555477763234002,1.2773253985165345,318.0,0.3883051796390028,0.3333513599582963,0.6488882842765378,0.0,3,LightGBM
vanilla_volume_assisted,volume_assisted,vanilla,0.5,-0.0739450465301613,-0.0474783224495842,-0.8568975846758015,-0.7186297135278363,-0.100759088595113,576.0,1.5906517305409271,1.16372662425294,288.0,0.3519000883601457,0.3231549493366659,0.6410359686322109,0.0,3,LightGBM
vanilla_volume_assisted,volume_assisted,vanilla,1.0,-0.0822065923723309,-0.0338878323124078,-1.0008238729643262,-0.7832164227704504,-0.1001471319950394,522.0,1.4421935405314903,1.055584304891784,261.0,0.3225022943926179,0.3225653039392189,0.6338984355359264,0.0,3,LightGBM
vanilla_volume_assisted,volume_assisted,vanilla,2.0,-0.0889006168763807,-0.0345802892523829,-1.313642435741998,-0.877360614422407,-0.1003243979295726,298.6666666666667,0.8243787606668493,0.5944745466906132,149.33333333333334,0.180981159617069,0.3193224783917242,0.6171929465666207,0.0,3,LightGBM
vanilla_volume_assisted,volume_assisted,vanilla,3.0,-0.0936996682820765,-0.0202674944769993,-1.524087666592693,-0.981723707168677,-0.1003756257575866,267.3333333333333,0.737932888902418,0.5319219100382535,133.66666666666666,0.1635462339439801,0.3188548960852902,0.6082734837517458,0.0,3,LightGBM
vanilla_volume_assisted,volume_assisted,vanilla,5.0,-0.0999478083304122,-0.0044723384852656,-1.90066772776504,-1.098296527213274,-0.1012603375157619,207.33333333333331,0.5722910515154283,0.4113573407202215,103.66666666666669,0.1293040399318274,0.3186444977891963,0.5875474352958757,0.0,3,LightGBM
tuned_price_only,price_only,tuned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,LSTM
tuned_price_only,price_only,tuned,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,LSTM
tuned_price_only,price_only,tuned,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,LSTM
tuned_price_only,price_only,tuned,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,LSTM
tuned_price_only,price_only,tuned,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,LSTM
tuned_price_only,price_only,tuned,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,LSTM
tuned_volume_assisted,volume_assisted,tuned,0.0,-0.0372926404141764,-0.0372926404141764,-0.5674098193009215,-0.4917569107552944,-0.0949124467969974,831.6666666666666,2.29676925106288,1.8815206031272516,416.0,0.3539680287429382,0.3344264841239128,0.6506671567448562,0.0,3,LSTM
tuned_volume_assisted,volume_assisted,tuned,0.5,-0.0629499741205899,-0.028551434534679,-1.059258661515467,-0.9273655176929424,-0.1001266813807061,736.6666666666666,2.0349202966931497,1.6637722849634209,368.3333333333333,0.3098158791713408,0.3087425985308313,0.6362678595889725,0.0,3,LSTM
tuned_volume_assisted,volume_assisted,tuned,1.0,-0.0803534281436436,-0.0168077070616361,-1.417921566715238,-1.2209606256784058,-0.102901145898911,683.3333333333334,1.887593477621179,1.5403843617140016,341.6666666666667,0.2892887899972466,0.3080162088856672,0.6253056118281385,0.0,3,LSTM
tuned_volume_assisted,volume_assisted,tuned,2.0,-0.0983614423052393,-0.0118258575177746,-2.054317795549262,-1.5606943155849475,-0.1010223422618106,472.0,1.302654409302609,1.05970898907187,236.0,0.207619160675635,0.3037737746166519,0.6004605021318038,0.0,3,LSTM
tuned_volume_assisted,volume_assisted,tuned,3.0,-0.0999938260428388,0.0151531343173636,-2.224621182015401,-1.5856934361654862,-0.100389254991858,410.6666666666667,1.133380008726269,0.9217147118809168,205.33333333333331,0.1797827706307153,0.302971191188335,0.590615626951029,0.0,3,LSTM
tuned_volume_assisted,volume_assisted,tuned,5.0,-0.1004058202949685,0.024310903500753,-2.9460632165943466,-1.751249826896388,-0.1006314114594185,265.3333333333333,0.7321339786713749,0.5922625389384392,132.66666666666666,0.1120636617206186,0.2948198292312621,0.5442530412555905,0.0,3,LSTM
vanilla_price_only,price_only,vanilla,0.0,0.020215390554275,0.020215390554275,0.0476877352259917,0.0718432352244753,-0.0715278290594995,966.3333333333334,2.679457781881605,1.880981327587976,483.3333333333333,0.4930995987800941,0.3404580377800202,0.6685267445516331,0.3333333333333333,3,LSTM
vanilla_price_only,price_only,vanilla,0.5,-0.0257252424590236,0.0237790883869348,-0.5999497385528169,-0.6250321116024274,-0.086426815164395,955.3333333333334,2.648902226326049,1.8587591053657533,477.6666666666667,0.4833979871636907,0.3190835019762769,0.6531713262613283,0.3333333333333333,3,LSTM
vanilla_price_only,price_only,vanilla,1.0,-0.0577699150358042,0.0271482109936753,-1.2115739927075075,-1.0599726275357264,-0.1000050915567527,828.6666666666666,2.297050374474197,1.5976479942546424,414.3333333333333,0.3880732703933061,0.3156120693223661,0.6325865014112898,0.0,3,LSTM
vanilla_price_only,price_only,vanilla,2.0,-0.0898379450479334,0.0410780947322276,-1.9015987575346704,-1.5520571048880074,-0.1004332364391671,652.6666666666666,1.8089360828973016,1.266669231558428,326.3333333333333,0.2958744513263457,0.3100044331296424,0.6070345613115234,0.0,3,LSTM
vanilla_price_only,price_only,vanilla,3.0,-0.0996871725051197,0.0209744854988713,-2.4988022826125538,-1.7686682431974414,-0.1007862049120456,418.6666666666667,1.160526315789474,0.807599774289525,209.33333333333331,0.1917360487666994,0.3057571638134298,0.5799945620873822,0.0,3,LSTM
vanilla_price_only,price_only,vanilla,5.0,-0.0999681429179812,-0.0128838511531762,-3.3003931020436865,-1.650919781244949,-0.1008400234039204,190.0,0.5268903252282754,0.3697701856981636,95.0,0.0951297222484883,0.2991990321351337,0.5159927541027439,0.0,3,LSTM
vanilla_volume_assisted,volume_assisted,vanilla,0.0,0.0311923705306663,0.0311923705306663,0.5147847378960658,0.5989405143902182,-0.058932082699255,706.0,1.9583743716015185,1.4156124961526624,353.3333333333333,0.5112287554894512,0.3330627907109889,0.6789101972883138,0.3333333333333333,3,LSTM
vanilla_volume_assisted,volume_assisted,vanilla,0.5,-0.0042532701066666,0.0317480287646247,-0.0232903196309678,-0.0234709124270111,-0.0631081738582985,706.0,1.9583743716015185,1.4156124961526624,353.3333333333333,0.5110775290429702,0.3146652842878187,0.6666748215075122,0.3333333333333333,3,LSTM
vanilla_volume_assisted,volume_assisted,vanilla,1.0,-0.0385864364859411,0.0315391574619643,-0.5719390816410602,-0.6755244326313448,-0.0715869402355936,706.0,1.9583743716015185,1.4156124961526624,353.3333333333333,0.5109565478857855,0.3137732436590739,0.6545355242786857,0.3333333333333333,3,LSTM
vanilla_volume_assisted,volume_assisted,vanilla,2.0,-0.0823807480670636,0.0437972507157262,-1.3917049941828177,-1.6151931682924807,-0.0928267476288707,649.6666666666666,1.8023263568277417,1.3048091720529391,325.0,0.4724542946117329,0.3114306953556473,0.6355451698550673,0.0,3,LSTM
vanilla_volume_assisted,volume_assisted,vanilla,3.0,-0.0998087231649064,0.0320731178624096,-2.0584476572682617,-2.012284667055167,-0.1009839728896975,461.3333333333333,1.2801579973325123,0.9295834615779214,230.66666666666663,0.3337779115771077,0.3081632677278021,0.6124113846512479,0.0,3,LSTM
vanilla_volume_assisted,volume_assisted,vanilla,5.0,-0.0994576657535027,0.0171008840328252,-2.498943334202293,-1.8120670587644507,-0.1004616926422286,248.66666666666663,0.689919975377039,0.5021724633220478,124.33333333333331,0.1861890047963469,0.3071168707169592,0.5820154719353431,0.0,3,LSTM
tuned_price_only,price_only,tuned,0.0,0.0391134729293471,0.0391134729293471,0.5074963233965076,0.5905324247903493,-0.0384965211793029,349.0,0.9667590027700832,0.7100646352723915,174.66666666666666,0.2592626198469588,0.1691420106810119,0.344623859917206,0.3333333333333333,3,CNN-LSTM
tuned_price_only,price_only,tuned,0.5,0.0214526020791235,0.0405203907226123,0.2854809642993341,0.3386676552331895,-0.040337252846772,349.0,0.9667590027700832,0.7100646352723915,174.66666666666666,0.2589601669539969,0.1598934043970686,0.3396242072581936,0.3333333333333333,3,CNN-LSTM
tuned_price_only,price_only,tuned,1.0,0.0033573343451719,0.0405203907226123,0.0458561815040047,0.0546218607196702,-0.0431655752872852,349.0,0.9667590027700832,0.7100646352723915,174.66666666666666,0.2589601669539969,0.159560293137908,0.3343329654912379,0.3333333333333333,3,CNN-LSTM
tuned_price_only,price_only,tuned,2.0,-0.0289883693689072,0.0419051607150361,-0.4160139747045617,-0.4999575586986212,-0.0487405774231075,349.0,0.9667590027700832,0.7100646352723915,174.66666666666666,0.2589299216647007,0.1583194521562095,0.3244508551394393,0.0,3,CNN-LSTM
tuned_price_only,price_only,tuned,3.0,-0.0534366792555187,0.0344229489851325,-0.8389742903122271,-0.9478404038913192,-0.0535227810576205,303.3333333333333,0.840258541089566,0.6149584487534626,151.66666666666666,0.2253878958352236,0.1566751700680272,0.3144931641807029,0.0,3,CNN-LSTM
tuned_price_only,price_only,tuned,5.0,-0.0505128446692135,0.0183785688270696,-1.1778034339453634,-0.9524204478362288,-0.0505128446692136,145.33333333333334,0.4025854108956602,0.2945521698984303,72.66666666666667,0.1048906632791942,0.1536144578313253,0.297430342230953,0.0,3,CNN-LSTM
tuned_volume_assisted,volume_assisted,tuned,0.0,0.0149088474001424,0.0149088474001424,0.8967022484047286,0.5050470642244843,-0.0388672492733347,557.0,1.534818884818885,1.0384208384208384,278.6666666666667,0.3201795876091481,0.3446880418898134,0.7121524094917854,0.6666666666666666,3,CNN-LSTM
tuned_volume_assisted,volume_assisted,tuned,0.5,-0.0134145923275915,0.0141007918229241,0.0655866754468103,-0.1378337285355673,-0.0533548795853934,557.0,1.534818884818885,1.0384208384208384,278.6666666666667,0.3201492983466916,0.3040191493393464,0.6778435541365463,0.3333333333333333,3,CNN-LSTM
tuned_volume_assisted,volume_assisted,tuned,1.0,-0.0487577071987139,-0.0027710481682747,-0.9757048473553342,-0.9925126114294271,-0.0608388397200377,489.3333333333333,1.348921448921449,0.9257834757834758,244.66666666666663,0.2756846610606095,0.3011633749520903,0.6404711535621791,0.0,3,CNN-LSTM
tuned_volume_assisted,volume_assisted,tuned,2.0,-0.0647228175640278,0.0002056768193926,-2.308995052978589,-1.6237350025963777,-0.0718402573902585,343.3333333333333,0.9478225478225476,0.6675417175417175,171.66666666666666,0.181454765558565,0.2973767376389896,0.5838532111352716,0.0,3,CNN-LSTM
tuned_volume_assisted,volume_assisted,tuned,3.0,-0.0793386329475093,-0.0044479011913908,-3.75053767714498,-2.3121289217549177,-0.0845038540866985,265.3333333333333,0.7335368335368336,0.5310948310948311,132.66666666666666,0.1305385153692571,0.2866906644434612,0.5245907737681853,0.0,3,CNN-LSTM
tuned_volume_assisted,volume_assisted,tuned,5.0,-0.0976018695297817,0.007603402003944,-5.557527794917461,-3.287366349708568,-0.1003897183343015,225.33333333333331,0.6231990231990232,0.4528897028897029,112.66666666666669,0.1063535971161541,0.2844897999175193,0.4595950097515891,0.0,3,CNN-LSTM
vanilla_price_only,price_only,vanilla,0.0,-0.0534773753688779,-0.0534773753688779,-1.2642988956347645,-0.8242638869202406,-0.079377425639817,464.3333333333333,1.2888298963783729,0.9336103416435828,232.33333333333331,0.337349140398908,0.3298522769512566,0.6212237500823451,0.0,3,CNN-LSTM
vanilla_price_only,price_only,vanilla,0.5,-0.0697561570062814,-0.0487255236369471,-1.6133276628023754,-1.1425924616263448,-0.0894402100350895,449.6666666666667,1.248202010875141,0.9086795937211448,225.0,0.3279428554277923,0.3107641509433962,0.6092492972498372,0.0,3,CNN-LSTM
vanilla_price_only,price_only,vanilla,1.0,-0.0854704532722986,-0.0459788064951881,-2.036234790111582,-1.4274990091555566,-0.1003696153338607,428.3333333333333,1.189106904688622,0.8698984302862419,214.33333333333331,0.3123329503373363,0.3067723855847225,0.5903344696732354,0.0,3,CNN-LSTM
vanilla_price_only,price_only,vanilla,2.0,-0.0983575790488234,-0.0490336387379249,-2.8351104873807658,-1.738110607226669,-0.1006095130850339,274.6666666666667,0.7624345952600798,0.5533548784241306,137.33333333333334,0.2060235209318757,0.2997732709054087,0.5528943830390679,0.0,3,CNN-LSTM
vanilla_price_only,price_only,vanilla,3.0,-0.0994278207268644,-0.0458779419412395,-3.09209815773152,-1.6936180269991858,-0.1011936651873923,199.33333333333331,0.5532215040525289,0.3987534626038782,99.66666666666669,0.1496286757310741,0.2982617187701734,0.5364878352118286,0.0,3,CNN-LSTM
vanilla_price_only,price_only,vanilla,5.0,-0.100388317897619,-0.0343659802530219,-3.679017748797156,-1.8364367983410432,-0.1012473782403219,146.66666666666666,0.4069611162408946,0.2895198522622346,73.33333333333333,0.105630492880796,0.2931702708152739,0.5040915539821866,0.0,3,CNN-LSTM
vanilla_volume_assisted,volume_assisted,vanilla,0.0,0.1037137776297017,0.1037137776297017,1.2234986513377053,1.429193420231094,-0.0733060561207967,686.0,1.9029162819329024,1.4165512465373962,343.3333333333333,0.5169401027589857,0.3381264705983685,0.6949657614537478,0.3333333333333333,3,CNN-LSTM
vanilla_volume_assisted,volume_assisted,vanilla,0.5,0.0656652103486629,0.1043298033574509,0.7135391222202245,0.8629925195069218,-0.0853598605329967,686.0,1.9029162819329024,1.4165512465373962,343.3333333333333,0.5168779442735829,0.318428070224595,0.6831470404669046,0.3333333333333333,3,CNN-LSTM
vanilla_volume_assisted,volume_assisted,vanilla,1.0,0.02257780197882,0.0865621230342533,-0.0397171178647076,0.1690414210335281,-0.095157824462568,573.0,1.5890273930440135,1.180440135426285,286.6666666666667,0.4342865927497278,0.3165124405606797,0.6624218246327819,0.3333333333333333,3,CNN-LSTM
vanilla_volume_assisted,volume_assisted,vanilla,2.0,-0.0188553633347415,0.0875565989190788,-0.6613136630034984,-0.379936146802944,-0.1004730361736612,483.3333333333333,1.3400738688827332,0.9971991381963682,241.66666666666663,0.3682111411339163,0.315568239463105,0.6434552607745174,0.3333333333333333,3,CNN-LSTM
vanilla_volume_assisted,volume_assisted,vanilla,3.0,-0.0476651572391767,0.1044695464654661,-1.1146197379385865,-0.8340791286077428,-0.1004503675716159,466.0,1.2919359803016313,0.9610957217605416,233.0,0.3533693911041235,0.3146130364652403,0.6308380234321133,0.3333333333333333,3,CNN-LSTM
vanilla_volume_assisted,volume_assisted,vanilla,5.0,-0.0911268427659683,0.1196041566371544,-2.117125419238313,-1.6823925963915098,-0.100979588731293,396.0,1.0976659484969733,0.8167820867959371,198.0,0.2948053230608806,0.3097356786670131,0.5973784994062917,0.0,3,CNN-LSTM
